sample	gene_name	gene_length	width_cov	hits
FAT_020-22-2-0_settle	fpa:FPR_05740	675	674	551
FAT_020-22-2-0_settle	fpla:A4U99_00925	666	82	4
FAT_020-22-2-0_settle	rho:RHOM_13350	675	675	210
FAT_020-22-2-0_settle	rum:CK1_37070	693	677	181
FAT_008-22-42-0_came_from_both	bprl:CL2_28890	675	675	382
FAT_008-22-42-0_came_from_both	coo:CCU_12330	675	558	43
FAT_008-22-42-0_came_from_both	eel:EUBELI_01659	663	542	121
FAT_008-22-42-0_came_from_both	ere:EUBREC_0090	663	663	743
FAT_008-22-42-0_came_from_both	fpa:FPR_05740	675	178	2
FAT_008-22-42-0_came_from_both	rho:RHOM_13350	675	671	249
FAT_008-22-42-0_came_from_both	rum:CK1_37070	693	693	681
FAT_020-22-42-0_came_itself	caer:CSV91_03085	663	154	2
FAT_020-22-42-0_came_itself	coo:CCU_12330	675	597	14
FAT_020-22-42-0_came_itself	eel:EUBELI_01659	663	186	2
FAT_020-22-42-0_came_itself	ere:EUBREC_0090	663	291	7
FAT_020-22-42-0_came_itself	fpa:FPR_05740	675	275	4
FAT_020-22-42-0_came_itself	rum:CK1_37070	693	87	2
FAT_020-22-84-0_gone	bprl:CL2_28890	675	229	3
FAT_020-22-84-0_gone	coo:CCU_12330	675	572	12
FAT_020-22-84-0_gone	eel:EUBELI_01659	663	262	6
FAT_020-22-84-0_gone	ere:EUBREC_0090	663	362	13
FAT_020-22-84-0_gone	fpa:FPR_05740	675	241	6
FAT_020-22-84-0_gone	fpla:A4U99_00925	666	224	5
FAT_020-22-84-0_gone	rum:CK1_37070	693	86	1
FAT_012-22-42-0_came_itself	bprl:CL2_28890	675	93	1
FAT_012-22-42-0_came_itself	caer:CSV91_03085	663	617	35
FAT_012-22-42-0_came_itself	coo:CCU_12330	675	335	11
FAT_012-22-42-0_came_itself	erb:A4V01_10485	699	93	1
FAT_012-22-42-0_came_itself	ere:EUBREC_0090	663	563	13
FAT_012-22-42-0_came_itself	fpa:FPR_05740	675	368	13
FAT_012-22-42-0_came_itself	fpla:A4U99_00925	666	144	2
FAT_012-22-42-0_came_itself	rho:RHOM_13350	675	165	2
FAT_012-22-42-0_came_itself	rum:CK1_37070	693	622	20
FAT_006-22-2-0_stay	bprl:CL2_28890	675	666	99
FAT_006-22-2-0_stay	caer:CSV91_03085	663	419	11
FAT_006-22-2-0_stay	coo:CCU_12330	675	308	5
FAT_006-22-2-0_stay	eel:EUBELI_01659	663	657	70
FAT_006-22-2-0_stay	ere:EUBREC_0090	663	663	335
FAT_006-22-2-0_stay	fpa:FPR_05740	675	592	32
FAT_006-22-2-0_stay	fpla:A4U99_00925	666	72	1
FAT_006-22-2-0_stay	rho:RHOM_13350	675	659	79
FAT_006-22-2-0_stay	rum:CK1_37070	693	693	405
FAT_008-22-42-0_settle	bprl:CL2_28890	675	675	1350
FAT_008-22-42-0_settle	caer:CSV91_03085	663	644	60
FAT_008-22-42-0_settle	coo:CCU_12330	675	675	274
FAT_008-22-42-0_settle	eel:EUBELI_01659	663	663	1559
FAT_008-22-42-0_settle	ere:EUBREC_0090	663	663	4513
FAT_008-22-42-0_settle	fpa:FPR_05740	675	621	220
FAT_008-22-42-0_settle	fpla:A4U99_00925	666	70	1
FAT_008-22-42-0_settle	rho:RHOM_13350	675	675	918
FAT_008-22-42-0_settle	rum:CK1_37070	693	693	1427
FAT_020-22-14-0_came_itself	bprl:CL2_28890	675	520	18
FAT_020-22-14-0_came_itself	caer:CSV91_03085	663	206	4
FAT_020-22-14-0_came_itself	coo:CCU_12330	675	176	2
FAT_020-22-14-0_came_itself	eel:EUBELI_01659	663	88	1
FAT_020-22-14-0_came_itself	ere:EUBREC_0090	663	657	22
FAT_020-22-14-0_came_itself	fpa:FPR_05740	675	426	6
FAT_020-22-14-0_came_itself	fpla:A4U99_00925	666	186	5
FAT_020-22-14-0_came_itself	rho:RHOM_13350	675	393	10
FAT_008-22-2-0_stay	bprl:CL2_28890	675	674	204
FAT_008-22-2-0_stay	caer:CSV91_03085	663	248	5
FAT_008-22-2-0_stay	coo:CCU_12330	675	645	20
FAT_008-22-2-0_stay	eel:EUBELI_01659	663	492	34
FAT_008-22-2-0_stay	ere:EUBREC_0090	663	663	210
FAT_008-22-2-0_stay	fpa:FPR_05740	675	366	13
FAT_008-22-2-0_stay	rho:RHOM_13350	675	638	116
FAT_008-22-2-0_stay	rum:CK1_37070	693	693	724
FAT_008-22-2-0_came_from_both	bprl:CL2_28890	675	675	495
FAT_008-22-2-0_came_from_both	caer:CSV91_03085	663	68	1
FAT_008-22-2-0_came_from_both	coo:CCU_12330	675	482	28
FAT_008-22-2-0_came_from_both	eel:EUBELI_01659	663	552	199
FAT_008-22-2-0_came_from_both	ere:EUBREC_0090	663	663	842
FAT_008-22-2-0_came_from_both	fpa:FPR_05740	675	313	18
FAT_008-22-2-0_came_from_both	rho:RHOM_13350	675	675	474
FAT_008-22-2-0_came_from_both	rum:CK1_37070	693	693	1235
FAT_015-22-14-0_not_settle	bprl:CL2_28890	675	601	62
FAT_015-22-14-0_not_settle	bprm:CL3_16720	663	87	1
FAT_015-22-14-0_not_settle	caer:CSV91_03085	663	450	13
FAT_015-22-14-0_not_settle	coo:CCU_12330	675	592	21
FAT_015-22-14-0_not_settle	eel:EUBELI_01659	663	588	21
FAT_015-22-14-0_not_settle	erb:A4V01_10485	699	512	10
FAT_015-22-14-0_not_settle	ere:EUBREC_0090	663	602	37
FAT_015-22-14-0_not_settle	fpa:FPR_05740	675	650	135
FAT_015-22-14-0_not_settle	fpla:A4U99_00925	666	528	15
FAT_015-22-14-0_not_settle	gpa:GPA_27670	693	436	10
FAT_015-22-14-0_not_settle	ibu:IB211_01852c	720	181	4
FAT_015-22-14-0_not_settle	lpq:AF91_01550	699	500	16
FAT_015-22-14-0_not_settle	rho:RHOM_13350	675	610	17
FAT_015-22-14-0_not_settle	rob:CK5_35880	666	341	8
FAT_015-22-14-0_not_settle	rum:CK1_37070	693	493	15
FAT_015-22-14-0_not_settle	tur:AT726_08000	699	147	2
FAT_006-22-14-0_came_from_donor	bprl:CL2_28890	675	229	3
FAT_006-22-14-0_came_from_donor	coo:CCU_12330	675	600	26
FAT_006-22-14-0_came_from_donor	rho:RHOM_13350	675	249	4
FAT_012-22-84-0_came_from_donor	eel:EUBELI_01659	663	141	4
FAT_012-22-84-0_came_from_donor	ere:EUBREC_0090	663	210	18
FAT_012-22-84-0_came_from_donor	fpa:FPR_05740	675	372	11
SPB_T42_stay	bprl:CL2_28890	675	675	126
SPB_T42_stay	caer:CSV91_03085	663	200	2
SPB_T42_stay	eel:EUBELI_01659	663	418	4
SPB_T42_stay	ere:EUBREC_0090	663	663	280
SPB_T42_stay	fpa:FPR_05740	675	609	11
SPB_T42_stay	rho:RHOM_13350	675	665	205
SPB_T42_stay	rum:CK1_37070	693	693	44
R01_W4_came_from_donor	caer:CSV91_03085	663	663	139
R01_W4_came_from_donor	eel:EUBELI_01659	663	150	1
R01_W4_came_from_donor	fpa:FPR_05740	675	453	8
FAT_015-22-14-0_came_from_before	caer:CSV91_03085	663	218	3
SPB_T36_came_from_both	bprl:CL2_28890	675	580	32
SPB_T36_came_from_both	coo:CCU_12330	675	244	10
SPB_T36_came_from_both	eel:EUBELI_01659	663	640	28
SPB_T36_came_from_both	ere:EUBREC_0090	663	663	212
SPB_T36_came_from_both	rho:RHOM_13350	675	674	64
SPB_T36_came_from_both	rum:CK1_37070	693	613	24
FAT_006-22-42-0_came_from_donor	coo:CCU_12330	675	93	1
FAT_006-22-42-0_came_from_donor	fpa:FPR_05740	675	202	3
FAT_006-22-42-0_came_from_donor	rho:RHOM_13350	675	163	2
FAT_012-22-2-0_came_from_both	bprl:CL2_28890	675	675	478
FAT_012-22-2-0_came_from_both	coo:CCU_12330	675	665	150
FAT_012-22-2-0_came_from_both	eel:EUBELI_01659	663	619	129
FAT_012-22-2-0_came_from_both	ere:EUBREC_0090	663	663	1091
FAT_012-22-2-0_came_from_both	fpa:FPR_05740	675	675	1008
FAT_012-22-2-0_came_from_both	rho:RHOM_13350	675	667	264
FAT_012-22-2-0_came_from_both	rum:CK1_37070	693	693	501
FAT_015-22-42-0_settle	bprl:CL2_28890	675	675	1087
FAT_015-22-42-0_settle	caer:CSV91_03085	663	645	80
FAT_015-22-42-0_settle	eel:EUBELI_01659	663	663	1455
FAT_015-22-42-0_settle	ere:EUBREC_0090	663	663	4115
FAT_015-22-42-0_settle	fpa:FPR_05740	675	674	617
FAT_015-22-42-0_settle	fpla:A4U99_00925	666	70	1
FAT_015-22-42-0_settle	rho:RHOM_13350	675	675	795
FAT_015-22-42-0_settle	rum:CK1_37070	693	693	1251
SPB_T39_gone	bprl:CL2_28890	675	306	4
SPB_T39_gone	caer:CSV91_03085	663	171	1
SPB_T39_gone	coo:CCU_12330	675	276	2
SPB_T39_gone	ele:Elen_1170	663	402	5
SPB_T39_gone	ere:EUBREC_0090	663	345	2
SPB_T39_gone	fpa:FPR_05740	675	506	8
SPB_T39_gone	fpla:A4U99_00925	666	240	4
SPB_T39_gone	rho:RHOM_13350	675	220	2
SPB_T39_gone	rob:CK5_35880	666	199	2
FAT_006-22-14-0_stay	bprl:CL2_28890	675	674	106
FAT_006-22-14-0_stay	caer:CSV91_03085	663	490	26
FAT_006-22-14-0_stay	coo:CCU_12330	675	384	8
FAT_006-22-14-0_stay	eel:EUBELI_01659	663	663	81
FAT_006-22-14-0_stay	ere:EUBREC_0090	663	663	367
FAT_006-22-14-0_stay	fpa:FPR_05740	675	476	10
FAT_006-22-14-0_stay	rho:RHOM_13350	675	631	85
FAT_006-22-14-0_stay	rum:CK1_37070	693	693	457
SPB_T33_not_settle	bprl:CL2_28890	675	673	101
SPB_T33_not_settle	caer:CSV91_03085	663	663	7
SPB_T33_not_settle	coo:CCU_12330	675	675	101
SPB_T33_not_settle	eel:EUBELI_01659	663	559	33
SPB_T33_not_settle	ere:EUBREC_0090	663	600	18
SPB_T33_not_settle	fpa:FPR_05740	675	675	105
SPB_T33_not_settle	fpla:A4U99_00925	666	293	2
SPB_T33_not_settle	gpa:GPA_27670	693	555	6
SPB_T33_not_settle	rho:RHOM_13350	675	578	26
SPB_T33_not_settle	rum:CK1_37070	693	541	5
FAT_012-22-84-0_came_from_both	bprl:CL2_28890	675	675	245
FAT_012-22-84-0_came_from_both	coo:CCU_12330	675	675	223
FAT_012-22-84-0_came_from_both	eel:EUBELI_01659	663	574	249
FAT_012-22-84-0_came_from_both	ere:EUBREC_0090	663	663	1340
FAT_012-22-84-0_came_from_both	fpa:FPR_05740	675	675	590
FAT_012-22-84-0_came_from_both	fpla:A4U99_00925	666	70	1
FAT_012-22-84-0_came_from_both	rho:RHOM_13350	675	675	163
FAT_012-22-84-0_came_from_both	rum:CK1_37070	693	692	402
FAT_015-22-14-0_settle	bprl:CL2_28890	675	675	1201
FAT_015-22-14-0_settle	caer:CSV91_03085	663	420	18
FAT_015-22-14-0_settle	coo:CCU_12330	675	675	243
FAT_015-22-14-0_settle	eel:EUBELI_01659	663	663	1638
FAT_015-22-14-0_settle	ere:EUBREC_0090	663	663	4482
FAT_015-22-14-0_settle	fpa:FPR_05740	675	674	592
FAT_015-22-14-0_settle	rho:RHOM_13350	675	675	958
FAT_015-22-14-0_settle	rum:CK1_37070	693	693	1314
FAT_008-22-42-0_not_settle	bln:Blon_1003	666	51	1
FAT_008-22-42-0_not_settle	bprl:CL2_28890	675	485	9
FAT_008-22-42-0_not_settle	bprm:CL3_16720	663	87	1
FAT_008-22-42-0_not_settle	caer:CSV91_03085	663	65	1
FAT_008-22-42-0_not_settle	coo:CCU_12330	675	485	12
FAT_008-22-42-0_not_settle	eel:EUBELI_01659	663	545	31
FAT_008-22-42-0_not_settle	erb:A4V01_10485	699	512	10
FAT_008-22-42-0_not_settle	ere:EUBREC_0090	663	631	53
FAT_008-22-42-0_not_settle	fpa:FPR_05740	675	675	366
FAT_008-22-42-0_not_settle	fpla:A4U99_00925	666	528	16
FAT_008-22-42-0_not_settle	ibu:IB211_01852c	720	181	4
FAT_008-22-42-0_not_settle	lpq:AF91_01550	699	500	16
FAT_008-22-42-0_not_settle	rho:RHOM_13350	675	449	15
FAT_008-22-42-0_not_settle	rob:CK5_35880	666	87	1
FAT_008-22-42-0_not_settle	rum:CK1_37070	693	521	13
FAT_008-22-42-0_not_settle	tur:AT726_08000	699	321	4
FAT_012-22-14-0_settle	bprl:CL2_28890	675	675	336
FAT_012-22-14-0_settle	coo:CCU_12330	675	674	120
FAT_012-22-14-0_settle	eel:EUBELI_01659	663	624	216
FAT_012-22-14-0_settle	ere:EUBREC_0090	663	663	1118
FAT_012-22-14-0_settle	fpa:FPR_05740	675	675	1469
FAT_012-22-14-0_settle	rho:RHOM_13350	675	675	154
FAT_012-22-14-0_settle	rum:CK1_37070	693	676	409
FAT_020-22-42-0_stay	bprl:CL2_28890	675	674	109
FAT_020-22-42-0_stay	caer:CSV91_03085	663	541	28
FAT_020-22-42-0_stay	coo:CCU_12330	675	610	20
FAT_020-22-42-0_stay	eel:EUBELI_01659	663	608	306
FAT_020-22-42-0_stay	ere:EUBREC_0090	663	663	1554
FAT_020-22-42-0_stay	fpa:FPR_05740	675	544	28
FAT_020-22-42-0_stay	rho:RHOM_13350	675	674	92
FAT_020-22-42-0_stay	rum:CK1_37070	693	671	94
FAT_012-22-84-0_came_from_before	caer:CSV91_03085	663	543	20
FAT_012-22-84-0_came_from_before	eel:EUBELI_01659	663	192	4
FAT_012-22-84-0_came_from_before	ere:EUBREC_0090	663	157	2
FAT_012-22-84-0_came_from_before	fpla:A4U99_00925	666	79	1
SPB_T23_settle	bprl:CL2_28890	675	675	40
SPB_T23_settle	caer:CSV91_03085	663	302	2
SPB_T23_settle	coo:CCU_12330	675	370	4
SPB_T23_settle	eel:EUBELI_01659	663	663	27
SPB_T23_settle	ere:EUBREC_0090	663	663	385
SPB_T23_settle	fpa:FPR_05740	675	650	12
SPB_T23_settle	rho:RHOM_13350	675	470	34
SPB_T23_settle	rum:CK1_37070	693	693	86
FAT_020-22-42-0_came_from_donor	coo:CCU_12330	675	254	4
SPB_T39_came_itself	bprl:CL2_28890	675	199	2
SPB_T39_came_itself	caer:CSV91_03085	663	249	2
SPB_T39_came_itself	ere:EUBREC_0090	663	343	3
SPB_T39_came_itself	ibu:IB211_01852c	720	250	2
SPB_T39_came_itself	rum:CK1_37070	693	250	2
FAT_015-22-2-0_gone	bprl:CL2_28890	675	351	11
FAT_015-22-2-0_gone	caer:CSV91_03085	663	90	2
FAT_015-22-2-0_gone	coo:CCU_12330	675	176	2
FAT_015-22-2-0_gone	eel:EUBELI_01659	663	185	8
FAT_015-22-2-0_gone	ere:EUBREC_0090	663	424	12
FAT_015-22-2-0_gone	fpa:FPR_05740	675	302	14
FAT_015-22-2-0_gone	fpla:A4U99_00925	666	50	1
FAT_015-22-2-0_gone	psor:RSJ16_09135	666	141	2
FAT_015-22-2-0_gone	rho:RHOM_13350	675	310	10
FAT_015-22-2-0_gone	rum:CK1_37070	693	254	8
FAT_015-22-2-0_gone	tur:AT726_08000	699	141	2
R01_W4_came_itself	bprl:CL2_28890	675	301	2
R01_W4_came_itself	bprm:CL3_16720	663	150	1
R01_W4_came_itself	caer:CSV91_03085	663	582	10
R01_W4_came_itself	eel:EUBELI_01659	663	277	3
R01_W4_came_itself	ere:EUBREC_0090	663	149	2
R01_W4_came_itself	fpa:FPR_05740	675	294	2
R01_W4_came_itself	fpla:A4U99_00925	666	601	10
R01_W4_came_itself	gpa:GPA_27670	693	302	2
R01_W4_came_itself	rho:RHOM_13350	675	151	1
R01_W4_came_itself	rum:CK1_37070	693	534	4
SPB_T33_gone	bprl:CL2_28890	675	104	2
SPB_T33_gone	caer:CSV91_03085	663	474	4
SPB_T33_gone	coo:CCU_12330	675	416	3
SPB_T33_gone	eel:EUBELI_01659	663	166	1
SPB_T33_gone	ele:Elen_1170	663	464	10
SPB_T33_gone	ere:EUBREC_0090	663	662	9
SPB_T33_gone	rho:RHOM_13350	675	253	2
SPB_T33_gone	rob:CK5_35880	666	214	2
SPB_T33_gone	rum:CK1_37070	693	285	3
FAT_012-22-84-0_came_itself	bprl:CL2_28890	675	493	8
FAT_012-22-84-0_came_itself	caer:CSV91_03085	663	533	21
FAT_012-22-84-0_came_itself	coo:CCU_12330	675	102	2
FAT_012-22-84-0_came_itself	eel:EUBELI_01659	663	389	8
FAT_012-22-84-0_came_itself	ere:EUBREC_0090	663	455	11
FAT_012-22-84-0_came_itself	fpa:FPR_05740	675	315	6
FAT_012-22-84-0_came_itself	fpla:A4U99_00925	666	138	2
FAT_012-22-84-0_came_itself	olo:ADJ70_04935	663	56	1
FAT_012-22-84-0_came_itself	rho:RHOM_13350	675	431	10
FAT_012-22-84-0_came_itself	rum:CK1_37070	693	321	6
SPB_T29_gone	bprm:CL3_16720	663	216	2
SPB_T29_gone	caer:CSV91_03085	663	248	1
SPB_T29_gone	ccu:Ccur_04120	663	245	2
SPB_T29_gone	coo:CCU_12330	675	527	7
SPB_T29_gone	eel:EUBELI_01659	663	429	10
SPB_T29_gone	ere:EUBREC_0090	663	624	49
SPB_T29_gone	fpa:FPR_05740	675	353	2
SPB_T29_gone	fpla:A4U99_00925	666	566	10
SPB_T29_gone	gpa:GPA_27670	693	657	23
SPB_T29_gone	rho:RHOM_13350	675	633	29
SPB_T29_gone	rum:CK1_37070	693	551	5
FAT_012-22-84-0_gone	bprl:CL2_28890	675	577	25
FAT_012-22-84-0_gone	caer:CSV91_03085	663	377	7
FAT_012-22-84-0_gone	coo:CCU_12330	675	176	2
FAT_012-22-84-0_gone	eel:EUBELI_01659	663	436	16
FAT_012-22-84-0_gone	erb:A4V01_10485	699	532	14
FAT_012-22-84-0_gone	ere:EUBREC_0090	663	614	47
FAT_012-22-84-0_gone	fpa:FPR_05740	675	482	17
FAT_012-22-84-0_gone	fpla:A4U99_00925	666	64	1
FAT_012-22-84-0_gone	rho:RHOM_13350	675	613	14
FAT_012-22-84-0_gone	rum:CK1_37070	693	666	39
FAT_012-22-84-0_gone	tur:AT726_08000	699	182	4
R01_W4_settle	bprl:CL2_28890	675	675	293
R01_W4_settle	caer:CSV91_03085	663	657	66
R01_W4_settle	eel:EUBELI_01659	663	661	49
R01_W4_settle	ere:EUBREC_0090	663	663	494
R01_W4_settle	fpa:FPR_05740	675	451	18
R01_W4_settle	rho:RHOM_13350	675	440	64
R01_W4_settle	rum:CK1_37070	693	692	197
FAT_012-22-42-0_came_from_before	caer:CSV91_03085	663	61	1
FAT_012-22-42-0_came_from_before	coo:CCU_12330	675	233	4
FAT_012-22-42-0_came_from_before	eel:EUBELI_01659	663	185	2
FAT_012-22-42-0_came_from_before	rum:CK1_37070	693	174	2
R02_W4_came_from_both	bprl:CL2_28890	675	492	36
R02_W4_came_from_both	eel:EUBELI_01659	663	150	5
R02_W4_came_from_both	ere:EUBREC_0090	663	486	15
R02_W4_came_from_both	fpa:FPR_05740	675	618	249
R02_W4_came_from_both	rho:RHOM_13350	675	632	49
R02_W4_came_from_both	rum:CK1_37070	693	693	178
FAT_006-22-14-0_came_itself	bprl:CL2_28890	675	303	6
FAT_006-22-14-0_came_itself	caer:CSV91_03085	663	374	7
FAT_006-22-14-0_came_itself	eel:EUBELI_01659	663	281	5
FAT_006-22-14-0_came_itself	ere:EUBREC_0090	663	388	7
FAT_006-22-14-0_came_itself	fpa:FPR_05740	675	91	1
FAT_006-22-14-0_came_itself	olo:ADJ70_04935	663	178	2
FAT_006-22-14-0_came_itself	rho:RHOM_13350	675	88	1
FAT_006-22-14-0_came_itself	rum:CK1_37070	693	449	11
R02_W8_came_itself	bprl:CL2_28890	675	483	10
R02_W8_came_itself	caer:CSV91_03085	663	300	2
R02_W8_came_itself	coo:CCU_12330	675	226	2
R02_W8_came_itself	eel:EUBELI_01659	663	301	2
R02_W8_came_itself	ere:EUBREC_0090	663	650	24
R02_W8_came_itself	fpa:FPR_05740	675	646	16
R02_W8_came_itself	fpla:A4U99_00925	666	151	1
R02_W8_came_itself	ibu:IB211_01852c	720	150	1
R02_W8_came_itself	rho:RHOM_13350	675	495	7
R02_W8_came_itself	rum:CK1_37070	693	500	7
FAT_006-22-2-0_came_from_donor	bprl:CL2_28890	675	248	5
FAT_006-22-2-0_came_from_donor	caer:CSV91_03085	663	246	3
FAT_006-22-2-0_came_from_donor	coo:CCU_12330	675	535	27
FAT_006-22-2-0_came_from_donor	erb:A4V01_10485	699	92	1
FAT_006-22-2-0_came_from_donor	ere:EUBREC_0090	663	69	1
FAT_006-22-2-0_came_from_donor	fpa:FPR_05740	675	586	16
FAT_006-22-2-0_came_from_donor	rho:RHOM_13350	675	556	9
FAT_006-22-2-0_came_from_donor	rum:CK1_37070	693	269	5
R01_W8_came_itself	bprm:CL3_16720	663	635	23
R01_W8_came_itself	caer:CSV91_03085	663	652	15
R01_W8_came_itself	ele:Elen_1170	663	137	1
R01_W8_came_itself	ere:EUBREC_0090	663	150	1
R01_W8_came_itself	fpa:FPR_05740	675	527	9
R01_W8_came_itself	fpla:A4U99_00925	666	370	5
R01_W8_came_itself	ibu:IB211_01852c	720	424	3
R01_W8_came_itself	rum:CK1_37070	693	529	5
FAT_020-22-42-0_came_from_before	caer:CSV91_03085	663	373	9
FAT_020-22-42-0_came_from_before	ere:EUBREC_0090	663	374	5
FAT_008-22-84-0_gone	bprl:CL2_28890	675	201	8
FAT_008-22-84-0_gone	caer:CSV91_03085	663	409	7
FAT_008-22-84-0_gone	eel:EUBELI_01659	663	288	7
FAT_008-22-84-0_gone	ele:Elen_1170	663	457	9
FAT_008-22-84-0_gone	ere:EUBREC_0090	663	525	17
FAT_008-22-84-0_gone	fpla:A4U99_00925	666	320	10
FAT_008-22-84-0_gone	ibu:IB211_01852c	720	85	1
FAT_008-22-84-0_gone	rum:CK1_37070	693	479	14
SPB_T27_not_settle	bprl:CL2_28890	675	531	6
SPB_T27_not_settle	caer:CSV91_03085	663	232	2
SPB_T27_not_settle	eel:EUBELI_01659	663	531	13
SPB_T27_not_settle	ere:EUBREC_0090	663	457	6
SPB_T27_not_settle	fpa:FPR_05740	675	675	58
SPB_T27_not_settle	fpla:A4U99_00925	666	293	2
SPB_T27_not_settle	gpa:GPA_27670	693	555	6
SPB_T27_not_settle	rho:RHOM_13350	675	361	24
SPB_T27_not_settle	rum:CK1_37070	693	391	3
FAT_015-22-14-0_came_from_both	bprl:CL2_28890	675	675	310
FAT_015-22-14-0_came_from_both	caer:CSV91_03085	663	285	6
FAT_015-22-14-0_came_from_both	coo:CCU_12330	675	643	68
FAT_015-22-14-0_came_from_both	eel:EUBELI_01659	663	663	223
FAT_015-22-14-0_came_from_both	ere:EUBREC_0090	663	663	952
FAT_015-22-14-0_came_from_both	fpa:FPR_05740	675	595	144
FAT_015-22-14-0_came_from_both	rho:RHOM_13350	675	675	338
FAT_015-22-14-0_came_from_both	rum:CK1_37070	693	693	448
SPB_T42_came_itself	caer:CSV91_03085	663	300	4
SPB_T42_came_itself	eel:EUBELI_01659	663	154	2
SPB_T42_came_itself	ere:EUBREC_0090	663	410	5
SPB_T42_came_itself	fpa:FPR_05740	675	509	4
SPB_T42_came_itself	ibu:IB211_01852c	720	229	1
SPB_T42_came_itself	rho:RHOM_13350	675	363	4
SPB_T42_came_itself	rob:CK5_35880	666	21	1
SPB_T42_came_itself	rum:CK1_37070	693	554	8
SPB_T41_not_settle	bprl:CL2_28890	675	540	34
SPB_T41_not_settle	caer:CSV91_03085	663	250	4
SPB_T41_not_settle	coo:CCU_12330	675	209	2
SPB_T41_not_settle	eel:EUBELI_01659	663	475	21
SPB_T41_not_settle	ere:EUBREC_0090	663	454	14
SPB_T41_not_settle	fpa:FPR_05740	675	675	26
SPB_T41_not_settle	gpa:GPA_27670	693	555	6
SPB_T41_not_settle	rho:RHOM_13350	675	540	6
SPB_T41_not_settle	rum:CK1_37070	693	150	2
SPB_T36_not_settle	bprl:CL2_28890	675	544	50
SPB_T36_not_settle	caer:CSV91_03085	663	394	5
SPB_T36_not_settle	eel:EUBELI_01659	663	432	11
SPB_T36_not_settle	ere:EUBREC_0090	663	412	8
SPB_T36_not_settle	fpa:FPR_05740	675	675	46
SPB_T36_not_settle	fpla:A4U99_00925	666	293	2
SPB_T36_not_settle	gpa:GPA_27670	693	555	6
SPB_T36_not_settle	rho:RHOM_13350	675	599	8
SPB_T36_not_settle	rum:CK1_37070	693	391	3
FAT_008-22-14-0_came_itself	coo:CCU_12330	675	109	4
FAT_008-22-14-0_came_itself	eel:EUBELI_01659	663	317	4
FAT_008-22-14-0_came_itself	ele:Elen_1170	663	343	4
FAT_008-22-14-0_came_itself	erb:A4V01_10485	699	405	6
FAT_008-22-14-0_came_itself	ere:EUBREC_0090	663	487	9
FAT_008-22-14-0_came_itself	fpla:A4U99_00925	666	405	9
FAT_008-22-14-0_came_itself	gpa:GPA_27670	693	308	6
FAT_008-22-14-0_came_itself	ibu:IB211_01852c	720	180	3
FAT_008-22-14-0_came_itself	rho:RHOM_13350	675	91	1
FAT_008-22-14-0_came_itself	rob:CK5_35880	666	636	56
FAT_008-22-14-0_came_itself	rum:CK1_37070	693	321	5
FAT_006-22-14-0_settle	bprl:CL2_28890	675	675	971
FAT_006-22-14-0_settle	caer:CSV91_03085	663	241	4
FAT_006-22-14-0_settle	coo:CCU_12330	675	661	248
FAT_006-22-14-0_settle	eel:EUBELI_01659	663	663	1582
FAT_006-22-14-0_settle	ere:EUBREC_0090	663	663	3722
FAT_006-22-14-0_settle	fpa:FPR_05740	675	561	26
FAT_006-22-14-0_settle	rho:RHOM_13350	675	675	755
FAT_006-22-14-0_settle	rum:CK1_37070	693	693	1265
SPB_T35_stay	bprl:CL2_28890	675	674	79
SPB_T35_stay	caer:CSV91_03085	663	489	12
SPB_T35_stay	eel:EUBELI_01659	663	663	97
SPB_T35_stay	ere:EUBREC_0090	663	663	896
SPB_T35_stay	rho:RHOM_13350	675	673	59
SPB_T35_stay	rum:CK1_37070	693	667	72
SPB_T35_came_from_both	bprl:CL2_28890	675	658	44
SPB_T35_came_from_both	caer:CSV91_03085	663	195	2
SPB_T35_came_from_both	coo:CCU_12330	675	276	10
SPB_T35_came_from_both	eel:EUBELI_01659	663	662	39
SPB_T35_came_from_both	ere:EUBREC_0090	663	663	140
SPB_T35_came_from_both	rho:RHOM_13350	675	675	62
SPB_T35_came_from_both	rum:CK1_37070	693	646	49
SPB_T41_gone	bprl:CL2_28890	675	306	4
SPB_T41_gone	caer:CSV91_03085	663	455	5
SPB_T41_gone	ele:Elen_1170	663	560	9
SPB_T41_gone	fpa:FPR_05740	675	257	2
SPB_T41_gone	fpla:A4U99_00925	666	204	2
SPB_T41_gone	rob:CK5_35880	666	199	2
FAT_008-22-84-0_settle	bprl:CL2_28890	675	675	1265
FAT_008-22-84-0_settle	caer:CSV91_03085	663	502	17
FAT_008-22-84-0_settle	coo:CCU_12330	675	675	356
FAT_008-22-84-0_settle	eel:EUBELI_01659	663	663	1714
FAT_008-22-84-0_settle	erb:A4V01_10485	699	106	2
FAT_008-22-84-0_settle	ere:EUBREC_0090	663	663	4600
FAT_008-22-84-0_settle	fpa:FPR_05740	675	622	384
FAT_008-22-84-0_settle	rho:RHOM_13350	675	675	961
FAT_008-22-84-0_settle	rob:CK5_35880	666	154	2
FAT_008-22-84-0_settle	rum:CK1_37070	693	693	1430
FAT_008-22-2-0_came_from_donor	bprl:CL2_28890	675	515	27
FAT_008-22-2-0_came_from_donor	caer:CSV91_03085	663	387	14
FAT_008-22-2-0_came_from_donor	coo:CCU_12330	675	502	31
FAT_008-22-2-0_came_from_donor	eel:EUBELI_01659	663	489	30
